id	1h_vs_ud|IB	1d_vs_ud|IB	30m_vs_ud|IB	6h_vs_ud|IB	1h_vs_ud|IB2	1d_vs_ud|IB2	30m_vs_ud|IB2	6h_vs_ud|IB2	1h_vs_ud|KR	1d_vs_ud|KR	30m_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
1364_1	2.63285727667648	-0.031360999271922	1.80420424115691	-0.260388735056372	2.47948233723376	-0.439645091583469	2.13200913052655	-0.00366028403459512	2.19494643592807	-0.0220452211574203	2.29352538073809	-0.270908712484686	-2.61408126047132	1.04241797988928	-12.2096455162956	5.69796466955676e-08	0.000166959823910307	8.61656368349487
1355_1	1.35948160047648	-0.080454320671922	0.980886241156907	0.0649852649436283	1.54071933723376	-0.0337645915834689	0.992101730526547	-0.161850279034595	1.55815190182807	-0.19029032115742	0.851363480738092	0.000837922115313583	-1.51812664383799	0.573513997214283	-11.2957766122474	1.31603929162253e-07	0.000166959823910307	7.89039058697148
1357_1	1.56877904337648	-0.0448752516719221	0.918751241156908	-0.235732835056372	1.62525133723376	-0.408065491583469	1.00547793052655	0.139569056265405	1.60116597372807	-0.17859632115742	0.914070680738092	-0.125452838984686	-1.67227099070466	0.565028543714283	-11.2513852256287	1.37264859339797e-07	0.000166959823910307	7.85334263458475
3083	1.2861394391353	0.0691083733440987	1.22283722045968	-0.493588827031989	0.973221619580368	0.0639768738689586	0.934380520942951	-0.120750473414252	1.1508656602742	0.0553912208012661	1.11790090932245	-0.290349759523133	-1.43830525965308	0.497427731479991	-9.70815771793801	6.5180639707672e-07	0.000501712615027577	6.45174178493929
3893	0.561774007167876	-0.598994243218867	0.202495650680846	-0.938032458368523	0.248923307771842	-0.509060213470465	0.201077287566654	-0.795065556023295	0.50960306701606	-0.655100000990354	0.102933262365257	-0.616577354135142	-1.22332525016091	-0.190501936969843	-9.65861560114243	6.87465901654669e-07	0.000501712615027577	6.40282194086831
4937_3	0.906021747766047	0.0281570182835429	0.861483819355721	-0.316290043526141	1.069029780436	-0.146139820576562	0.778978372732088	-0.101845169364602	0.984056310564428	0.104187798437596	0.676907360018604	-0.202353361986985	-1.19319880454807	0.386849484344978	-9.32088813410419	9.94266155976603e-07	0.000604679533859771	6.06228428056675
13927	1.76262179593257	-0.382582652421716	1.81368746660846	-0.46679408013044	1.14908739938014	-0.0726478473427304	2.04386645336041	-0.435373589723792	1.40805195633364	-0.0637454101384751	1.49503803952354	-0.223217746799718	-1.8150488561001	0.668999315381824	-9.01183476355543	1.40664928566601e-06	0.000733266177627893	5.73956040467734
1356_1	1.08997614887648	-0.0182918108719221	1.44800424115691	-0.438960235056372	1.45155133723376	-0.212395591583469	1.28137413052655	-0.447495270434595	1.00307737312807	-0.12532702115742	1.33157438073809	-0.0235460623846864	-1.48486880903799	0.528295135014283	-8.83773094823443	1.71726565459509e-06	0.000783287796702185	5.55292219250801
3921	3.25874424896788	1.13915796778113	2.40353945068085	-0.778926158368523	2.78916170777184	0.523476686529535	2.66018078756665	0.317566014476705	2.62842674481606	0.602519799009646	2.50135786236526	0.338836402164858	-2.93295214776091	1.53200345948016	-8.36879406929932	2.98428186737507e-06	0.00120996050378352	5.03220712471346
14045	2.46191296955887	1.36946883269262	2.00863537612674	0.105961665870902	2.79174767270634	0.944055075849267	1.96135929946114	0.252350315584037	2.42789550433948	0.749163736549445	2.19256882053046	0.719862417686004	-2.20112724915458	1.49874847391294	-7.98669710645124	4.76288933720259e-06	0.00173797831914523	4.58767394073577
